id,year,month,authors,title,title_ja,note,venue,links,award,hidden,rm_id,rm_target,rm_type,rm_skip,journal,volume,number,pages,doi,referee,lang
p0227,2016,,"中西亮輔, 井上昂治, 中村静, 高梨克也, 河原達也",自律型アンドロイドによる円滑な発話権制御のためのフィラーの生起位置と形態の分析,,,"人工知能学会研究会資料, SLUD-B503-11",,,,,,,,,,,,,,
p0228,2016,,"山口貴史, 井上昂治, 吉野幸一郎, 高梨克也, Ward G. Nigel, 河原達也",傾聴対話システムのための言語情報と韻律情報に基づく多様な形態の相槌の生成,,,"人工知能学会研究会資料, SLUD-B503-9",,,,,,,,,,,,,,
p0229,2015,,"井上昂治, 河原達也",自律型アンドロイドEricaのための音声対話システム,,,"人工知能学会研究会資料, SLUD-B502-5",PDF | http://sap.ist.i.kyoto-u.ac.jp/erato/INO-slud15-10.pdf,,,,,,,,,,,,,
p0230,2015,,"山口貴史, 井上昂治, 吉野幸一郎, 高梨克也, Ward G. Nigel, 河原達也",多様な相槌をうつ傾聴対話システムのための相槌形態の予測,,,"人工知能学会研究会資料, SLUD-B502-1",,,,,,,,,,,,,,
p0231,2015,,"井上昂治, 若林佑幸, 吉本廣雅, 高梨克也, 河原達也",ポスター会話における音響・視線情報の確率的統合による 話者区間及び相槌の検出,,,"日本音響学会2015秋季研究発表会, 2-2-4",,,,,,,,,,,,,,
p0232,2015,,"井上昂治, 若林佑幸, 吉本廣雅, 高梨克也, 河原達也",スマートポスターボードにおける視線情報を用いた話者区間及び相槌の検出,,,"情報処理学会研究報告, MUS-107-68",Link | https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=142054&item_no=1&page_id=13&block_id=8,,,,,,,,,,,,,
p0233,2015,,"井上昂治, 若林佑幸, 吉本廣雅, 高梨克也, 河原達也",スマートポスターボードにおける視線情報を用いた話者区間検出及び相槌の同定,,,"第77回情報処理学会全国大会, 6P-09",,学生奨励賞,,,,,,,,,,,,
p0234,2015,,"若林佑幸, 中山雅人, 西浦敬信, 山下洋一, 井上昂治, 吉本廣雅, 河原達也",拡散性雑音環境下における多人数会話のマルチモーダル話者区間検出,,,"日本音響学会2015春季研究発表会, 1-Q-24",,,,,,,,,,,,,,
p0235,2015,,"山口貴史, 井上昂治, 吉野幸一郎, 高梨克也, 河原達也",傾聴対話における相槌形態と先行発話の統語構造の関係の分析,,,"人工知能学会研究会資料, SLUD-B403-4",,,,,,,,,,,,,,
p0236,2015,,"井上昂治, 若林佑幸, 吉本廣雅, 高梨克也, 河原達也",ポスター会話における音響・視線情報を統合した話者区間及び相槌の検出,,,"情報処理学会研究報告, SLP-105-9",Link | https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=113132&item_no=1&page_id=13&block_id=8,,,,,,,,,,,,,
p0237,2014,,"井上昂治, 若林佑幸, 吉本廣雅, 河原達也",多人数会話における音響情報と視線情報の確率的統合による話者区間検出,,,"日本音響学会2014秋季研究発表会, 2-8-4",,,,,,,,,,,,,,
p0238,2014,,"井上昂治, 若林佑幸, 吉本廣雅, 河原達也",多人数会話における視線情報を用いた話者区間検出,,,"情報処理学会研究報告, SLP-102-1",Link | https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=102192&item_no=1&page_id=13&block_id=8,,,,,,,,,,,,,
p0239,2014,,"若林佑幸, 井上昂治, 河原達也, 中井駿介, 宮崎亮一, 猿渡洋",スマートポスターボードにおける音響情報と画像情報の統合による話者区間検出,,,"日本音響学会2014春季研究発表会, 2-Q4-7",,,,,,,,,,,,,,
p0240,2014,,中井駿介，宮崎亮一，猿渡洋，中村哲，井上昂治，若林佑幸，河原達也,スマートポスターボードにおける実環境を想定した複数話者分離,,,"日本音響学会2014春季研究発表会, 2-Q4-8",,,,,,,,,,,,,,
p0241,2012,8,"井上昂治, 松隈俊大, 黒木祥光",相互錐制約部分空間法,,,"第15回画像の認識・理解シンポジウム (MIRU 2012), OS11-05 (オーラル)",,,,,,,,,,,,,,
p0242,2012,3,"黒崎正行, 伊東亮, 松尾宗明, 宮岡佑弥, 井上昂治, 江口翔馬, 尾知博, 黒木祥光, 宮崎明雄",暗号領域での認証を用いたJPEG 2000 画像無線伝送システム,,,電子情報通信学会 2012 年総合大会,,,,,,,,,,,,,,
p0243,2011,9,"井上昂治, 黒木祥光",スパース表現を用いた照明変化に頑健な顔認識に関する研究,,,平成23年度(第64回)電気関係学会九州支部連合大会,,,,,,,,,,,,,,
p0244,2011,9,"江口翔馬, 井上昂治, 黒木祥光",ディジタルシネマの実時間処理に向けたGPGPUによるJPEG2000の高速化,,,平成23年度(第64回)電気関係学会九州支部連合大会,,,,,,,,,,,,,,
p0245,2011,9,"井上昂治, 江口翔馬, 黒木祥光, 黒崎正行, 尾知博",複数のGPUを用いたデジタルシネマ画像の実時間ウェーブレット変換,,,"電子情報通信学会技術研究報告, SIS-111-210, pp. 45-49",Link | http://ci.nii.ac.jp/naid/110008899640,,,,,,,,,,,,,
p0246,2011,3,"松尾正輝, 井上昂治, 黒崎正行, 黒木祥光, 斉培恒, 尾知博",4K デジタルシネマ無線伝送システムのための JPEG 2000 並列化,,,画像電子学会 第255回研究会,,,,,,,,,,,,,,
